unique_id,metric,Grasynda(3),Grasynda(5),Grasynda(7),Grasynda(10),Grasynda(15),Grasynda(20),Grasynda(25),Grasynda(50),Grasynda(75),Grasynda(100),Original
M755,smape,0.03995383609828435,0.03930429591276363,0.04052809291798067,0.040072566325888494,0.038450480508026796,0.039654113862945616,0.04098575676630248,0.03976162382619761,0.03997322081932395,0.03948141073417948,0.04316709986160594
M756,smape,0.017735626208519092,0.017777827234593337,0.019267466221994666,0.01607681182403037,0.019260065883295117,0.017646868558155535,0.017289491383729084,0.019099865384738745,0.01935060549189298,0.016492079420193418,0.017157554903407025
M757,smape,0.08300009603836556,0.08106872112903925,0.08541254646491629,0.08590858732423264,0.08422619628561832,0.08283417835450832,0.08866431434069864,0.08512559193250628,0.08304418832045195,0.0860033546185579,0.08491674673101895
M758,smape,0.08595634070903126,0.08465236669339381,0.08863848536762171,0.08961352480287893,0.0866160101923132,0.08634833990531011,0.09297568899733923,0.08840545399470562,0.08606950834237242,0.09082101302732355,0.09231214914292353
M759,smape,0.03275170651817665,0.03274330835519297,0.0339298328056252,0.029946002906310328,0.03352924915823442,0.032536756149041474,0.02983583216869058,0.032775185502828215,0.030931950993451095,0.030441704964653524,0.0316344542782622
M760,smape,0.0492621340658381,0.04881527239032435,0.05030554120473241,0.050320817632945956,0.04932568272959977,0.050507713579345255,0.05055689404626409,0.049360735293531334,0.05055422944517183,0.051619471649497504,0.04997494734046384
M761,smape,0.03820961905602666,0.039469564425231696,0.03847503860683261,0.03874899123281377,0.03877340751440869,0.038499999180029575,0.042592385663740344,0.04044794976572241,0.03806674706181612,0.03910380131850592,0.037489914984523365
M762,smape,0.03302349117030078,0.029448350215151395,0.030277594303820873,0.02852694073703065,0.030256094526127885,0.030643331893525933,0.030298486058663848,0.03238964164579478,0.03185367701537564,0.030257824066485223,0.028892277014889018
M763,smape,0.03290880884371171,0.029129837143181736,0.029117144015345084,0.027493692420021257,0.028410943786314893,0.029515630686045236,0.02988338665814506,0.029824296865036515,0.030332360702736486,0.028488559363578764,0.029983813814820678
M764,smape,0.06038879987394857,0.05436831810941383,0.05320274046942488,0.052506977290994565,0.05310645762861524,0.0553497177396404,0.053373584549176435,0.05343537629331608,0.05255414400037987,0.05462983592622945,0.050164601224245216
M765,smape,0.024358991926732368,0.0248376481688376,0.02492466959505721,0.025187500833999107,0.024390711885468833,0.025878008275957726,0.026411926924819057,0.026092008697797223,0.025451672801715123,0.024813316584221635,0.02763889781755117
M766,smape,0.026933043717719696,0.02469440366832439,0.02397741135273652,0.024994917804046477,0.025621962169056742,0.025471625146422372,0.02874712203450382,0.02563261237136461,0.02739282653206789,0.025112411195225684,0.023144337208175783
M767,smape,0.02320310999218535,0.021817918560391007,0.021821632310356512,0.022129085230702245,0.0213926990901466,0.02241317411220303,0.02263004658833136,0.021583539728374488,0.024088647120497183,0.023894355539333292,0.021069209652699625
M768,smape,0.0260819765831867,0.02605969582749536,0.025201310300155252,0.02592742763878424,0.02606126450539223,0.026444512899405744,0.02592343651474033,0.026318799718813467,0.026138766199938327,0.025928334266727415,0.026602310298093613
M769,smape,0.06151886084694425,0.05299780002906169,0.0722014740337048,0.07125275548448058,0.058610951303701364,0.06495522632232914,0.06686611338515233,0.06027491811361724,0.056498655448560677,0.05253092979374297,0.05041634426693641
M770,smape,0.018364976418166336,0.01794370686148354,0.018118020387489282,0.017938870467806182,0.01808203395588293,0.017978906434228028,0.017582456861692568,0.017857839979108944,0.018030652841845914,0.01780849126249411,0.017559695625106207
M771,smape,0.049298793418204555,0.05153180532032283,0.05072517089649539,0.05202198922428037,0.048108496787853505,0.04997476264093335,0.04944700082677187,0.04677262172599498,0.048993179312377726,0.04718377653438979,0.05031875832908608
M772,smape,0.048878446949976284,0.046957156421238766,0.04703209787941174,0.047127161286553025,0.050287711364983965,0.04700849378485613,0.0477347390252898,0.049089611496891554,0.0470217628317513,0.04770639629206583,0.05307837357299389
M773,smape,0.10910243986992137,0.1062069877692583,0.1086119887284488,0.09614806665513426,0.10197527330407935,0.10627478429228737,0.10486748011550633,0.09534645369606776,0.10396549976391935,0.10516872296020714,0.12495828389497475
M774,smape,0.12223631076356946,0.11772488363836757,0.11650745825209301,0.11501372358029728,0.11273319874000452,0.1162594312538449,0.11137364916513683,0.1141433152662728,0.11215314740761745,0.12261866709918517,0.09174092412939104
M775,smape,0.14183363435291438,0.13617948210326564,0.1404954522640613,0.1472861051849165,0.14353507232021398,0.13735976045289822,0.14207406430457573,0.14454096434564115,0.1399735726687921,0.14552376330017278,0.13799130449639443
M776,smape,0.08266307926021506,0.08155521838828655,0.08039870699405549,0.08101752929368172,0.08074643010716452,0.08235811429192004,0.07907017772073278,0.08381222752370478,0.08567418892531253,0.08360438509442909,0.0727674600942143
M777,smape,0.05891589512422682,0.0680961968926712,0.07235267698235154,0.060698494276406535,0.06959506018852622,0.05875217537696729,0.05972238621404147,0.06288992746944708,0.06095537829726241,0.0612743497173651,0.055940306874827234
M778,smape,0.06355919560049425,0.06996124106856902,0.06650023351352717,0.06896856096266397,0.06969491321960364,0.06555434908953424,0.06737891261005648,0.06498171859186584,0.06606803859571024,0.0650638634430854,0.060036251093720606
M779,smape,0.0766826091966847,0.07554678663893026,0.06859396906167581,0.07607449020432361,0.07582531680572667,0.06716587005440684,0.07067728442067904,0.06897947744823803,0.0748627782858745,0.0709552717159162,0.07531067831915961
M780,smape,0.02366584438447134,0.024150549592539667,0.02344475735970386,0.023641260155542753,0.024561014529449685,0.0239973466699334,0.024012490753569097,0.024303527846259082,0.02394366914639846,0.024672968511198656,0.023513774014276914
M781,smape,0.0018025454257043787,0.0020154577261338597,0.001812851820822764,0.002074222955490704,0.0021665268752600907,0.0020904040718856235,0.0021193668009352137,0.001927621276204213,0.001972508204655177,0.0019391611315364707,0.0015360324949162325
M782,smape,0.04492782908195298,0.04761192776419603,0.04775998325407482,0.0477370746211093,0.04670331811764598,0.0447345538045737,0.04615497230874355,0.04752520788707971,0.04521754377505771,0.044656202032318466,0.05002747760598694
M783,smape,0.04291776533925956,0.042802012769551284,0.04436926447551579,0.044043593716712064,0.044480396398469485,0.043208133187695175,0.04331704413838835,0.044382753966981936,0.044093855469166256,0.044922069200968216,0.04810594674348559
