unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,derived,derived_ensemble,QGTS,QGTSE,SeasonalNaive
q380,mase,1.0526069769223665,0.9536755376671344,1.1689418090732,1.9026108238360526,1.064244670524404,1.1423438973879454,0.9535625704543196,1.4681714790744256,1.351107881859252,1.3649938760796736,1.410476983785039,1.361965733571603,2.4233570041503256
q381,mase,2.217643888485311,2.218244990884331,2.2309045511850862,2.0289529427947297,2.491049967501515,1.9922528428510777,1.7726078755236323,2.1406795806701946,1.970743808832001,1.4995968864910636,1.8197953029261664,1.3406295611188281,0.9717188189710138
q382,mase,1.0584799975358499,0.8409251205904322,1.0242708412398498,0.7654617245926921,1.0147050267651638,0.6907984792342116,0.8407833360703295,1.2366961972208932,0.8470412475156059,0.7045297704854954,0.7643134133489867,0.8129583315081272,1.5920383875721174
q383,mase,1.504870851397951,1.5496901068495306,1.2955891256367331,1.6536605890853937,1.5132695571843522,1.375162313272665,1.248348361843235,1.3448087252103365,1.262336703010531,1.2065025022178342,1.354677975832761,1.2996929014995422,1.3832417582417582
q384,mase,1.4098706946212254,1.3565255497278792,1.3231750179676527,1.448066186797753,1.424793245122674,1.299350558505969,1.4117700023865432,1.4053742518049948,1.2878043288327334,1.2658740851584445,1.472354016250439,1.3457649556706461,2.0305196629213484
q385,mase,2.0284198322180953,1.9284009414141137,1.9111337940742046,1.794800325932476,2.248207610891027,1.7305691474586393,1.6093112350568133,1.8229092275617398,1.5966885175144956,1.2250362725587627,1.5179743002552701,1.0993173172173154,1.190868751594885
q386,mase,5.7189106772374645,4.165389673300183,4.279282063957117,4.742326145811177,4.5345893483025534,4.065748788709564,4.0817236363797935,3.5786007234724826,3.4102794977452535,3.247815994322385,3.715129463145212,3.8006255353650134,1.806587720677314
q387,mase,1.8601842787009135,1.6538517283358605,1.6010198384570622,1.37506082830786,1.7490117721436709,1.3321835990476998,1.3366376356687342,1.5945831198380167,1.4500842304501784,0.8884314353242526,1.3014224160201489,1.0158390107015918,1.3492868462757528
q388,mase,1.5572221145266825,1.5212246498714734,1.7011136613193618,2.2648405301984194,1.5993603714787985,1.4981419089373726,1.3770940328114378,1.2770164256351972,1.5120664512276407,1.4380279229823463,1.314540325193321,1.4594711293337865,1.929580217539089
q389,mase,1.8356428373154545,1.3601154239043498,1.30750034413817,1.4926792690408663,1.7633179068477502,1.885349664223057,1.6122025660252781,1.5992317559318872,1.4151463706725442,1.494396466180713,1.1889755320649829,1.2939249812601685,0.7688467432207007
q39,mase,1.4233436265875465,1.354208737627524,1.6102757218499328,1.634209735006116,1.366257809196268,1.203930958946382,1.4188793217459066,1.5328080564160744,1.0892621834921603,1.0283126451964357,1.584666387540037,1.5850052217031234,1.4713500370017973
q390,mase,4.687842904008377,3.472388438693903,3.5264501852346557,3.8379839109168077,3.8646334924757326,3.3188226964829592,3.203460119460866,2.771812630907826,2.7640218263518874,2.4607315627770743,2.9337696211439614,2.9599655343038953,1.417218027188835
q391,mase,0.5479401609347624,0.5658652504446351,0.6017039119263917,0.654052983504482,0.5862830143882649,0.643723729687831,0.6500595001896017,0.6164208048024192,0.5306430680921829,0.6065111461407706,0.6221363345547343,0.5709777188055042,0.8418583457411306
q392,mase,2.337249979994813,2.5655314592721825,2.589201575600057,2.482355114501742,2.4537584056502664,2.5840637486101845,2.146991466047577,2.4943669809174427,2.639392494605983,2.6056414254799414,2.680270279607465,2.711920207546603,3.3218605990783407
q393,mase,1.2405774922405548,1.2024149028787312,1.181472803720839,1.0826600816001615,1.23927665507245,1.278649173117723,1.1997160715283262,1.2017785434861448,1.1352247695368658,1.1161515903241985,1.1920239030593243,1.208024634576017,1.4457475786924938
q394,mase,3.818294156257369,3.2819384494395547,3.177785386180931,2.839729390109698,3.5354303282156145,3.404468683506138,3.6050082185936083,3.689993547553654,3.0185426079807103,3.0545412173412445,3.459826774874368,3.276099397457799,2.455631637786473
q395,mase,0.9116176072445662,1.0555008446038103,1.2849428485891674,1.2931784006470408,0.8892918421569483,1.0259852404035004,0.9604744000141847,0.8297264312232673,1.038890024536815,1.0993049834693611,1.24725592416092,1.2779310769874956,2.1074371508379888
q396,mase,1.1153656302146542,1.184522688407902,1.127366569321247,1.4899116368783676,1.1422005053786475,1.2675468943791344,0.8863505920325504,1.0521226559582713,0.943333832441546,0.8024079479403523,0.9399770421075248,1.0480965919864988,0.7890883388456205
q397,mase,0.6762597331256588,0.6056353709308487,0.6039385412195571,0.5700768202166292,0.7280674420035546,0.5929033629437243,0.42112427533211716,0.6670407589566206,0.552276796187794,0.4939485529944776,0.40506713972821595,0.5493135743571981,1.3568229521477362
q398,mase,2.9979928255256096,3.041256731779192,2.649260332719071,2.7381455105888604,2.910127490037343,3.259502094629837,3.326292803422196,3.0119014524486425,3.083354297842248,3.029792119541854,2.605985544922591,2.6215401059638377,2.0287967718268525
q399,mase,1.6740453922340182,1.9608361696924705,1.735470705514631,1.5933194631853462,2.107776546011547,1.9776453712052662,1.755459191476346,1.8856986314982032,2.287488753799513,2.263683549342692,1.9754181306474945,1.7747231712154619,2.7273450244698205
q4,mase,1.8448319006281966,1.238365680392666,1.1162966175600946,1.303391068922264,1.7057599637456753,1.7008414242216483,0.9467058160683434,1.3817159568039536,1.1674563358626715,1.3188031962806936,1.0244947523056491,1.085965943608812,1.9788306842515717
q40,mase,3.7926142959477214,3.9604479062849207,4.049250060402888,4.22595628860122,3.4454824126140107,3.3871707983657244,3.9122063499479025,3.621939862319169,4.2545678798680955,4.302663885302468,4.0190892294573555,3.939901899576425,6.786264383437529
q400,mase,0.7867128194890333,0.482970470553507,0.44768570470848057,0.4903275934587134,0.6573697460348397,0.5062949985116276,0.8069601135897129,0.713720191208652,0.5351213939973665,0.4321304566378995,0.6116016564548376,0.5195382589066702,1.5488986754124574
q401,mase,0.626383952975264,0.8577798542688269,0.8564500718198079,0.8863517007063142,0.5476167532974339,0.7675929151573744,0.2566201914809296,0.623357078563432,0.4835895332567798,0.4321141726110202,0.6603322423933023,0.6524909050599487,0.7744521182189984
q402,mase,0.8361946312585805,0.7661783283689273,0.8012473143718701,0.7718495169271917,0.7733382039237361,0.8049324557136199,0.7770002180781029,0.7359510944593557,0.8327548392090677,0.7782679398821511,0.7792940831310357,0.8581549012086185,0.9542398177809212
