unique_id,metric,SeasonalMBB,Jittering,Scaling,TimeWarping,MagnitudeWarping,TSMixup,DBA,original,derived,derived_ensemble,QGTS,QGTSE,SeasonalNaive
q152,smape,0.12439067147045113,0.14125421941379265,0.14314773410114717,0.15626083731152185,0.12157536624399048,0.1366589607693185,0.1369036056393045,0.14673591327201957,0.14479090506354583,0.15181574963807107,0.13639257615593142,0.1313771406231123,0.13801417098586805
q153,smape,0.13676292749491872,0.1389601280631927,0.14220170627472417,0.137489409693941,0.10288217790896954,0.1342485202175444,0.1304791842199028,0.14746554907457646,0.08959264547725954,0.07991320297533036,0.13679853453488205,0.14545952958923827,0.11438019595014993
q154,smape,0.041456259993415276,0.03959751867883454,0.04082613742283388,0.04515402780363669,0.039875994484424124,0.040474035862104324,0.04176934012030857,0.038615103072940256,0.03991000679180192,0.04682159529368156,0.04172785078667138,0.040192372558390414,0.07163936651503867
q155,smape,0.056585345039616416,0.05117448850375528,0.05340013193287829,0.06173718879496101,0.045272592969311104,0.053338756738834696,0.05035252097039436,0.054871413245979654,0.050354494455396435,0.04987840481845132,0.05606404186176046,0.056798084021075064,0.07100817896263913
q156,smape,0.09092116023262793,0.10052386377893707,0.0966685145162326,0.12377606584157116,0.10697095071002807,0.09936479842226326,0.088424912056077,0.09872262304538196,0.0972424051388562,0.09194914241910473,0.09903275584511456,0.10364077174227114,0.0712932451206289
q157,smape,0.043424204823256624,0.039415586234842426,0.03811166252370278,0.04594148233059328,0.04267884275019232,0.043938055281739094,0.043335181176073566,0.04007447790177551,0.04133962539573647,0.03816896770443712,0.03742428408803287,0.03862600764932124,0.03638436410084826
q158,smape,0.10382729955077567,0.098275102710824,0.09702138112584223,0.10310116132774579,0.1030948410380651,0.10339521968520833,0.10949711395684776,0.10095688300282818,0.11436261334208565,0.1122852555116388,0.11298038598599083,0.11228024998295318,0.102933994997538
q159,smape,0.10835349213457368,0.1076098930446785,0.10773983509474994,0.11243365410226201,0.10657051027689234,0.11800556632540551,0.09941928744680058,0.11214166231416914,0.09969101393593083,0.09169601300043426,0.0993337652411357,0.0969265898145035,0.07535671444576231
q16,smape,0.059272529520813716,0.04831845473559107,0.056275107937016663,0.028285054609507608,0.0502365484537301,0.08025159503648345,0.03716239744465009,0.050470895126062544,0.019575760089132862,0.015644484508076408,0.03233051296098551,0.02943992507758772,0.04644453322143411
q160,smape,0.012637968830552893,0.014637630276983053,0.010826781878287613,0.017364223909567912,0.018423480405101163,0.018632882192266723,0.01753906754719309,0.01156032302910287,0.013552885050042764,0.01082138431158114,0.013753040177781785,0.011671921208727168,0.016188507515508484
q161,smape,0.04404037301102422,0.05531708410117995,0.05762629951883508,0.043967859202686956,0.039791806373680794,0.050627629064960426,0.041890105014475904,0.061267829736206925,0.04426459253392051,0.05167628598416646,0.04146186930742274,0.0534031808753245,0.06411350595223045
q162,smape,0.048978931998530234,0.04766435791192536,0.051865629984708235,0.0539242676112824,0.04439992790390566,0.04079082247280427,0.04264886162938475,0.046098902515284826,0.052499608985871166,0.046112950812873185,0.04643651569638596,0.04514896069814579,0.07320739953639999
